codigo_med,nombre_med,formaf,tipomed
39211,PROTECTOR CUTANEO DISILOXANO + CICLOPENTASILOXANO + TRIMETILADA  28 mL AEROSOL,AEROSOL,I
26961,ELECTRODO DE BOLA LEEP DE 3 mm DE DIAMETRO X 12 cm   UNIDAD,UNIDAD,I
21833,JUEGO DE CPAP NEONATAL Nº 00   UNIDAD,UNIDAD,I
21048,YODO POVIDONA (ESPUMA) 7.5 g/100 mL 60 mL SOLUCION,SOLUCION,M
32366,CLAVO STEINMAN 4.5 mm X 250 mm   UNIDAD,UNIDAD,I
34123,PLACA DE TITANIO RECTA TIPO LOCKING 4 AGUJEROS SISTEMA 2.0 mm   UNIDAD,UNIDAD,I
36232,PRUEBA RAPIDA PARA DETECCION DE DENGUE IgM IgG Y ANTIGENO NS1 TIPO TEST   UNIDAD,UNIDAD,I
28531,SISTEMA DOBLE DRENAJE TORAXICO 3 CAMARAS CON VALVULA DE CONTROL DE SUCCION   UNIDAD,UNIDAD,I
13030,DILUYENTE PARA VACUNA CONTRA SARAMPION Y RUBEOLA (SR)  10 DOSIS INYECTABLE,INYECTABLE,M
54017,SUTURA ACIDO POLIGLACTIN 1 C/A 1/2 CIRCULO REDONDA  40 mm X 90 cm UNIDAD,UNIDAD,I
42635,INDICADOR MULTIPARAMETRO (INTEGRADOR) DE ESTERILIZACION A VAPOR  UNIDAD UNIDAD,UNIDAD,I
30891,LENTE INTRAOCULAR DIOPTRIA 25.0 CAMARA POSTERIOR PLEGABLE 1 PIEZA   UNIDAD,UNIDAD,I
25435,SONDA DE SUCCION CON CONTROL DE FLUJO Nº 8   UNIDAD,UNIDAD,I
46144,BOLSA DE ASPIRACION DE SECRECIONES X 1.5 L   UNIDAD,UNIDAD,I
24360,SUTURA ACIDO POLIGLACTIN 0 C/A 1/2 CIRCULO REDONDA 40 mm X 70 cm   UNIDAD,UNIDAD,I
24562,FRASCO DE VIDRIO TRANSPARENTE BOCA ANCHA X 250 mL CON TAPA ROSCA   UNIDAD,UNIDAD,I
23719,TORNILLO PARA CONDILO 5.0  mm X 6 mm   UNIDAD,UNIDAD,I
46262,KIT DE INMUNOHISTOQUIMICA  250 DET UNIDAD,UNIDAD,I
54199,TUBO DE GASTROSTOMIA DE BOTON DE BAJO PERFIL Y DE  REEMPLAZO  N░ 18 X 0.8 mm UNIDAD,UNIDAD,I
28780,MICROCUBETA DESCARTABLE PARA HEMOGLOBINOMETRO HEMOCONTROL X 50   UNIDAD,UNIDAD,I
41365,SONDA DE GASTROSTOMIA DE SILICONA 24 FR CON BALON   UNIDAD,UNIDAD,I
23851,GRAPADORA QUIRURGICA LINEAL CORTANTE ENDOSCOPICA 12 mm   UNIDAD,UNIDAD,I
44784,SET DE TAPONAMIENTO NASAL   UNIDAD,UNIDAD,I
31885,CLIP DE ANEURISMA BAYONETA RECTO DE TITANIO 9 mm   UNIDAD,UNIDAD,I
39631,GUIA HIDROFILICA RECTA FLEXIBLE DESCARTABLE 0.035 ? x 4.5 m   UNIDAD,UNIDAD,I
11906,SONDA RECTAL N° 24 F   UNIDAD,UNIDAD,I
21135,TORNILLO DE TITANIO 2.7 mm X 10 mm   UNIDAD,UNIDAD,I
23785,CATETER VENOSO CENTRAL DOBLE LUMEN 4 FR X 5  cm   UNIDAD,UNIDAD,I
29867,TORNILLO DE BLOQUEO 5.0 mm X 52 mm   UNIDAD,UNIDAD,I
34616,BROCA 2.5 mm X 225 mm   UNIDAD,UNIDAD,I
26578,TORNILLO DE INTERFERENCIA  9 mm X 23 mm UNIDAD,UNIDAD,I
22576,SET PARA BOMBA DE INFUSION CON BURETA   UNIDAD,UNIDAD,I
34081,APOSITO DE MEMBRANA AMNIOTICA ESTERIL 5 cm X 9 cm   UNIDAD,UNIDAD,I
19874,"GUIA HIDROFILICA PUNTA RECTA 0.035"" X 150 cm   UNIDAD",UNIDAD,I
4661,MEPIVACAINA 20 mg/mL 1.8 mL INYECTABLE,INYECTABLE,M
38608,ANTICUERPO ANTI TRYPANOSOMA CRUZI (CHAGAS) IGG METODO QUIMIOLUMINISCENCIA  100 DET KIT,KIT,I
10657,CLAVO SCHANZ PUNTA REDONDA 2.5 mm X 185 mm   UNIDAD,UNIDAD,I
42353,TORNILLO DE BLOQUEO DE TITANIO AUTORROSCANTE  3.5 mm X 40 mm UNIDAD,UNIDAD,I
19929,EQUIPO PARA BOMBA DE INFUSION PARA LIQUIDOS FOTOSENSIBLES   UNIDAD,UNIDAD,I
18881,PROGESTERONA 200 mg  TABLETA,TABLETA,M
16004,CLIP DE ANEURISMA SEMICURVO 9 mm   UNIDAD,UNIDAD,I
31238,TORNILLO ESPONJOSO 6.5 mm X 25 mm   UNIDAD,UNIDAD,I
42788,APOSITO DE POLIURETANO CON SUCCION AL VACIO 18 cm X 12.5 cm X 3.3 cm  APROX.   UNIDAD,UNIDAD,I
48296,ANTICUERPO MONOCLONAL PARA CD43  X 1 mL UNIDAD,UNIDAD,I
30197,TORNILLO DE BLOQUEO 3.9 mm X 30 mm   UNIDAD,UNIDAD,I
29354,ROTULA ACOPLABLE AUTOSUJETANTE MEDIANA   UNIDAD,UNIDAD,I
26147,CANASTILLA PARA LITOTRIPSIA MECANICA DESCARTABLE 3 cm X 6 cm   UNIDAD,UNIDAD,I
42300,CANASTILLA EXTRACTORA DE CALCULOS DORMIA 2.8 cm X 2.2 FR X 110 cm   UNIDAD,UNIDAD,I
34504,VALVULA CARDIACA MITRAL BIOLOGICA N° 25   UNIDAD,UNIDAD,I
23361,TUBO ENDOTRAQUEAL DESCASTABLE Nº 5.5 SIN CUFF   UNIDAD,UNIDAD,I
53191,MATERIAL DE CONTROL DE CALIDAD PARA LA DETERMINACION DE AMINOACIDOS Y ACILCARNITINAS A PARTIR DE GOTAS DE SANGRE SE   UNIDAD,UNIDAD,I
39212,CASSETTE PARA ESTERILIZACION POR PLASMA DE PEROXIDO DE HIDROGENO X 1 PROCESO   UNIDAD,UNIDAD,I
42503,TORNILLO CORTICAL 2.7 mm X 30 mm   UNIDAD,UNIDAD,I
22281,MALLA QUIRURGICA REEMPLAZO CORPORAL19 mm X 90 mm   UNIDAD,UNIDAD,I
26834,TORNILLO DE INTERFERENCIA  8 mm X 30 mm UNIDAD,UNIDAD,I
37387,CAJA DE CRIOCONSERVACION DE POLICARBONATO PARA 100 CRIOVIALES DE 2 mL   UNIDAD,UNIDAD,I
40550,MINIPLACA DE TITANIO 6 AGUJEROS CUADRADA SISTEMA 1.6 mm   UNIDAD,UNIDAD,I
53721,TORNILLO DE BLOQUEO DE TITANIO 1.5 mm X 10 mm   UNIDAD,UNIDAD,I
43635,SUSTITUTO DE DURAMADRE BIOLOGICA SUTURABLE 6 cm X 14 cm   UNIDAD,UNIDAD,I
38446,ANTICUERPO MONOCLONAL PARA NAPSIN-A (1P64) x 6 mL   UNIDAD,UNIDAD,I
41568,SOLUCION CONCENTRADA PARA HEMODIALISIS ACIDA  3.785 mL SOLUCION,SOLUCION,M
52574,PLACA DCP IPF 8 AGUJEROS X 3.5 mm PARA CUBITO DERECHO   UNIDAD,UNIDAD,I
34560,SUTURA NAILON AZUL MONOFILAMENTO 3/0 C/A 1/2 CIRCULO CORTANTE 35 mm X 75 cm   UNIDAD,UNIDAD,I
43554,KIT FIJADOR EXTERNO PARA PILON TIBIAL   UNIDAD,UNIDAD,I
37084,GUANTE DESCARTABLE A GRANEL TALLA M   PAR,PAR,I
50400,APOSITO DE ESPUMA (POLIURETANO) CON HIDROFIBRA (CARBOXIMETILCELULOSA SODICA) Y ADHESIVO DE SILICONA ESTERIL 5 CAPAS  10 cm x 10 cm UNIDAD,UNIDAD,I
30230,PROTESIS DE MIEMBRO INFERIOR CORTO CHOPART DE POLIPROPILENO CON OTP FLEXIBLE PARA LA MARCHA   UNIDAD,UNIDAD,I
38891,SONDA RECTAL CON BALON PARA CISTOMETRIA 12 FR x 38 cm   UNIDAD,UNIDAD,I
37025,ALCOHOL METILICO (METANOL) Q.P.  1 L SOLUCION,SOLUCION,I
33569,PAPEL MILIMETRADO PARA ELECTROCARDIOGRAMA 110 mm X 30 m   UNIDAD,UNIDAD,I
54943,KIT DE CIRCUITO DE VENTILACION NEONATAL DE DOBLE CALEFACCION CON ACCESORIOS DESCARTABLE PARA VENTILADOR MECANICO,UNIDAD,I
33477,DISCO DE SENSIBILIDAD DE AMPICILINA 30 µg 50 DISCOS UNIDAD,UNIDAD,I
24880,MATRAZ ERLENMEYER DE VIDRIO CLASE A GRADUADO X 2 L SIN TAPA   UNIDAD,UNIDAD,I
13006,VACUNA ANTIRRABICA HUMANA INACTIVADA (PREPARADO EN CULTIVO CELULAR)  1 DOSIS INYECTABLE,INYECTABLE,M
37777,SUTURA SEDA NEGRA TRENZADA MULTIEMPAQUE 3/0 S/A 10 HEBRAS X 75 cm   UNIDAD,UNIDAD,I
33720,MANGA COMPLETA ELASTICA TALLA N° 14   UNIDAD,UNIDAD,I
40477,TORNILLO ESPONJOSO 3.5 mm x 32 mm   UNIDAD,UNIDAD,I
41384,MASCARA LARINGEA DESCARTABLE CON ACCESO GASTRICO + INTUBACION N° 1.5   UNIDAD,UNIDAD,I
47604,GUANTE RESISTENTE A AGENTES QUIMIOTERAPEUTICOS DE RIESGO INTERMEDIO DESCARTABLE DE NITRILO SIN POLVO  TALLA M UNIDAD,UNIDAD,I
27874,REACTIVO DE PROTEINA EN ORINA Y/O LCR  1 DET KIT,KIT,I
39765,OCLUSOR VASCULAR II 4 mm x 6 mm   UNIDAD,UNIDAD,I
34147,PLACA LCP DE 4 AGUJEROS X 2.4 mm PARA RADIO PROXIMAL   UNIDAD,UNIDAD,I
51217,FORMULA NUTRICIONAL LIQUIDA PARA PACIENTE DIABETICO  200 mL SOLUCION,SOLUCION,M
46782,APOSITO DE ACETATO DE CELULOSA 20 CM X 20 CM   UNIDAD,UNIDAD,I
35639,SUTURA DE POLIDIOXANONA 6/0 C/DOBLE AGUJA 3/8 CIRCULO REDONDA 9.3 mm X 75 cm   UNIDAD,UNIDAD,I
46317,CEPILLO DENTAL CABEZA PEQUEÑA MANGO 20 cm APROX. PARA PACIENTE CON VENTILACION MECANICA   UNIDAD,UNIDAD,I
12223,SUTURA NAILON AZUL MONOFILAMENTO 4/0 C/A 1/2 CIRCULO REDONDA 30 mm X 75 cm   UNIDAD,UNIDAD,I
43896,SISTEMA DE PLACA DE BLOQUEO DE RADIO DISTAL DE ANGULO VARIABLE 2.4 mm DE 3 AGUJEROS   UNIDAD,UNIDAD,I
49417,HOJA DE SIERRA 25.5 mm X 14 mm X 0.4 mm PARA SIERRA SAGITAL   UNIDAD,UNIDAD,I
52344,AGAR MAC CONKEY I CON SORBITOL X 500 g  500 g UNIDAD,UNIDAD,I
54726,CLORTALIDONA 25 mg - TABLETA,TABLETA,M
36743,CAPUCHON DE SILICONA DE 5 mm X 6 mm PARA TROCAR   UNIDAD,UNIDAD,I
28450,KIT COMPLETO DESCARTABLE DE TUBOS CORRUGADOS Y ACCESORIOS NEONATAL PARA CPAP NASAL Nº 9   UNIDAD,UNIDAD,I
54305,BACHA PARA MIEMBROS SUPERIORES - - UNIDAD,UNIDAD,I
24447,MALLA REFUERZO ACETABULAR MULTIAGUJEROS DIAMETRO EXTERNO DE 56 mm   UNIDAD,UNIDAD,I
21196,TUBO DE ASPIRACION TRANSPARENTE 5/16 X 7/16 X 1.5 m   UNIDAD,UNIDAD,I
26986,MINIPLACA DE TITANIO RECTA 04 ORIFICIOS SISTEMA 2.0 mm   UNIDAD,UNIDAD,I
47317,SUTURA DE POLIPROPILENO AZUL MONOFILAMENTO 4/0 C/DOBLE AGUJA 1/2 CIRCULO REDONDA 15 mm X 90 cm   UNIDAD,UNIDAD,I
34971,FRASCO DE POLIETILENO X 250 mL CON TAPA   UNIDAD,UNIDAD,I
12026,SUTURA CATGUT CROMICO 4/0 C/A 1/2 CIRCULO REDONDA 15 mm X 70 cm   UNIDAD,UNIDAD,I
34281,CHALECO MANGA LARGA ELASTICA TALLA N° 12   UNIDAD,UNIDAD,I
33971,CAJA DE BIOSEGURIDAD DE CARTON PARA JERINGAS Y AGUJAS X 20 L   UNIDAD,UNIDAD,I
24319,SISTEMA DE PLACA DE BLOQUEO LCP DE 3.5 mm DE DIAMETRO DE 8 AGUJEROS   UNIDAD,UNIDAD,I
36729,SISTEMA CERRADO DE RECOLECCION DE ORINA SILICONA 100% Nº 4 FR   UNIDAD,UNIDAD,I
12060,SUTURA CATGUT SIMPLE 3/0 C/A 1/2 CIRCULO REDONDA 25 mm X 70 cm   UNIDAD,UNIDAD,I
37083,GUANTE DESCARTABLE A GRANEL TALLA L   PAR,PAR,I
37927,CANULOTOMO PRECURVO 0.035 DOBLE LUMEN 5.4 FR X 215 cm   UNIDAD,UNIDAD,I
36722,PLACA LC-DCP ESTRECHA 10 AGUJEROS 4.5 mm X 12.5 cm   UNIDAD,UNIDAD,I
37823,MAQUINA DE AFEITAR DESCARTABLE DOBLE HOJA   UNIDAD,UNIDAD,I
25078,SUTURA DE POLIDIOXANONA 7/0 C/DOBLE AGUJA 1/2 CIRCULO REDONDA 13 mm X 70 mm   UNIDAD,UNIDAD,I
42530,RECARGA PARA GRAPADORA QUIRURGICA LINEAL CORTANTE DE 75 mm  UNIDAD UNIDAD,UNIDAD,I
19930,MICROCATETER 1.5 FR X 1.55 cm   UNIDAD,UNIDAD,I
8136,OCTREOTIDA 200 µg/mL  INYECTABLE,INYECTABLE,M
20033,ARANDELA PARA TORNILLO CORTICAL 6.5 mm   UNIDAD,UNIDAD,I
38832,CATETER SWAN GANZ 7.5 FR x 110 cm   UNIDAD,UNIDAD,I
26715,SUTURA DE POLIPROPILENO AZUL MONOFILAMENTO 1 C/A 1/2 CIRCULO REDONDA 35 mm X 75 cm   UNIDAD,UNIDAD,I
5179,"VITAMINAS, OTRAS COMBINACIONES   TABLETA",TABLETA,M
44039,FRESA DE ACERO INOXIDABLE REDONDA 0.6 mm X 7 cm PARA HUESO TEMPORAL   UNIDAD,UNIDAD,I
39924,PLACA DE BLOQUEO 3.5 mm DE 8 AGUJEROS PARA TIBIA DISTAL IZQUIERDA   UNIDAD,UNIDAD,I
49599,PLACA LCP RECTA 15 AGUJEROS X 3.5 mm   UNIDAD,UNIDAD,I
12409,SUTURA SEDA NEGRA TRENZADA 2/0 C/A 1/2 CIRCULO REDONDA 40 mm X 75 cm   UNIDAD,UNIDAD,I
29425,CLAVO SCHANZ ROSCA DISTAL 5.0 mm X 300 mm   UNIDAD,UNIDAD,I
40964,SUTURA NAILON NEGRO MONOFILAMENTO 5/0 C/A 3/8 CIRCULO CORTANTE 13 mm x 45 cm   UNIDAD,UNIDAD,I
46595,SENSOR TIPO Y REUSABLE NEONATAL PARA PULSOXIMETRO   UNIDAD,UNIDAD,I
53706,GASA FRACCIONADA ESTERIL 5 cm X 5 cm DE 8 PLIEGUES   UNIDAD,UNIDAD,I
12031,SUTURA CATGUT CROMICO 5/0 C/A 1/2 CIRCULO REDONDA 20 mm X 70 cm   UNIDAD,UNIDAD,I
18539,VACUNA CONTRA LA INFLUENZA HSUR - PEDIATRICO  20 DOSIS INYECTABLE,INYECTABLE,M
43319,SISTEMA DE FIJACION EXTERNA RADIO DISTAL CON DISTRACTOR TIPO PENNING   UNIDAD,UNIDAD,I
24766,TUBO ENDOTRAQUEAL ANILLADO Nº 9 CON CUFF   UNIDAD,UNIDAD,I
32572,FILTRO DIALIZADOR 0.8 m2   UNIDAD,UNIDAD,I
29837,KIT COMPLETO DESCARTABLE DE TUBOS CORRUGADOS Y ACCESORIOS NEONATAL PARA CPAP  Nº 1   UNIDAD,UNIDAD,I
19650,AGUJA KIRSCHNER CON PUNTA TROCAR 1.8 mm X 150 mm   UNIDAD,UNIDAD,I
19967,TORNILLO ESPONJOSO 3.5 mm X 34 mm   UNIDAD,UNIDAD,I
39358,ASA LEEP 10 mm x 25 mm   UNIDAD,UNIDAD,I
31869,SENSOR NEONATAL (<5 kg) DE OXIMETRIA REGIONAL CEREBRAL/SOMATICA PARA MONITOR DE ACTIVIDAD CEREBRAL   UNIDAD,UNIDAD,I
30254,PIE ARTICULADO UNISEX TALLA 38   UNIDAD,UNIDAD,I
50269,ANTICUERPO ANTI HERPES VIRUS 2 IgM QUIMIOLUMINISCENCIA  1 DETERMINACION UNIDAD,UNIDAD,I
42124,FILTRO DE SEDIMENTO 20 µm X 20 in X 2.5 in PARA EQUIPO DE OSMOSIS INVERSA	   UNIDAD,UNIDAD,I
51509,TORNILLO DE TRACCION 1.5 mm X 9 mm   UNIDAD,UNIDAD,I
29818,INDICADOR EXTERNO DE ESTERILIZACION A PEROXIDO DE HIDROGENO X 55 m   UNIDAD,UNIDAD,I
39177,PINZA DE BIOPSIA PARA GASTROSCOPIA SIN AGUJA X 160 cm DE LONGITUD   UNIDAD,UNIDAD,I
54894,TUBO REMOVEDOR DE COAGULOS PARA JERINGA DE ANALIZADOR DE GASES ARTERIALES - X 100 UNIDAD,UNIDAD,I
38579,SUTURA SEDA NEGRA TRENZADA MULTIEMPAQUE 3/0 S/A 8 mm x 70 cm   UNIDAD,UNIDAD,I
28626,CATETER VENOSO CENTRAL TRIPLE LUMEN INTRAAURICULAR 7 FR X 20 cm CON CABLE CONECTOR   UNIDAD,UNIDAD,I
22863,CONO DE PAPEL SET 45-80 (2da SERIE) X 180   UNIDAD,UNIDAD,I
8132,NITRATO DE PLATA 10 mg/ mL 15 mL SOLUCION,SOLUCION,M
45732,SABANA DESCARTABLE ESTERIL  1.80 m X 2.30 m UNIDAD,UNIDAD,I
51649,PAÑO CLINICO ABSORBENTE  28 cm X 35 cm X 50 UNIDAD,UNIDAD,I
20075,TORNILLO CORTICAL 3.5 mm X 46 mm   UNIDAD,UNIDAD,I
47810,AGUJA PARA BIOPSIA CON ULTRASONIDO DESCARTABLE 22 G X 8.5 cm PUNTA REDONDA   UNIDAD,UNIDAD,I
19036,SUTURA NAILON AZUL MONOFILAMENTO 3/0 C/A 1/2 CIRCULO REDONDA 25 mm X 75 cm   UNIDAD,UNIDAD,I
5220,OXCARBAZEPINA 300 mg/5 mL 100 mL SOLUCION,SOLUCION,M
21933,PROTEINA EN ORINA Y LCR  100 DET KIT,KIT,I
28015,CATETER BALON PARA VALVULOPLASTIA PULMONAR 12 mm X 4 cm DE 7 FR X 100 cm   UNIDAD,UNIDAD,I
53083,PLACA LCP DE 6 AGUJEROS 2.7 mm/3.5 mm PARA CLAVICULA SUPERIOR ANTERIOR CON EXTENSION LATERAL IZQUIERDA   UNIDAD,UNIDAD,I
40116,TORNILLO DE INTERFERENCIA  4 mm x 10 mm UNIDAD,UNIDAD,I
40686,SUTURA DE POLIESTER TRENZADO BLANCO Y VERDE 2/0 C/DOBLE AGUJA C/ALMOHADILLA DE TEFLON 1/2 CIRCULO REDONDA 22 mm x 75   UNIDAD,UNIDAD,I
55371,ANTICUERPO ANTI EPSTEIN BARR VIRUS - ANTIGENO DE CAPSIDE VIRAL (VCA) IgM QUIMIOLUMINISCENCIA - X DET UNIDAD,UNIDAD,I
33037,"CONECTOR EN Y 1/4"" X 1/4"" X 1/4"" CON LUER   UNIDAD",UNIDAD,I
46229,AGUJA DE BLOQUEO NERVIOSO PERIFERICO DESCARTABLE  22G X 8.0 cm UNIDAD,UNIDAD,I
32939,IMPLANTE AUDITIVO DEMOSTRATIVO   UNIDAD,UNIDAD,I
27729,PLACA DCP RECTA LIVIANA (ESTRECHA) DE 12 AGUJEROS X 4.5 mm   UNIDAD,UNIDAD,I
34106,COLORANTE BISMARK BROWN  25 g UNIDAD,UNIDAD,I
33405,PANTALONETA COMPLETA ELASTICA TALLA N° 14   UNIDAD,UNIDAD,I
39911,SET DE ROPA DESCARTABLE PARA LAPAROTOMIA   UNIDAD,UNIDAD,I
38464,PLACA LCP DE 8 AGUJEROS x 3.5 mm PARA HUMERO PROXIMAL DERECHO   UNIDAD,UNIDAD,I
19234,SUTURA SEDA NEGRA TRENZADA 6/0 C/A 3/8 CIRCULO CORTANTE 15 mm X 75 cm   UNIDAD,UNIDAD,I
8148,POLIACRILICO ACIDO (CREMA OFTALMICA) 2 mg/g 10 g CREMA,CREMA,M
30423,CORSE SEMIRIGIDO LUMBO SACRO PARA ADULTO   UNIDAD,UNIDAD,I
23213,POLIETILENGLICOL 3350 17 GR 17 g POLVO,POLVO,M
53720,TORNILLO CORTICAL DE TITANIO 4.7 mm X 30  mm   UNIDAD,UNIDAD,I
19654,ESPONJA HEMOSTATICA DE COLAGENO 7.62 cm X 5.08 cm   UNIDAD,UNIDAD,I
33111,TORNIQUETE PARA EXTRACCION DE SANGRE   UNIDAD,UNIDAD,I
50984,ANTICUERPO MONOCLONAL PARA CARCINO EMBRIONARIO (CEA) X 1 mL   UNIDAD,UNIDAD,I
31040,CRIOVIAL DE PLASTICO 2.0 mL X 100   UNIDAD,UNIDAD,I
31379,ESPARADRAPO DE PLASTICO HIPOALERGENICO 30 cm X 9.1 m APROX. 5 CORTES   UNIDAD,UNIDAD,I
47567,DISCO DE SENSIBILIDAD DE IMIPENEM 50 µg X 50   UNIDAD,UNIDAD,I
34808,CANULA ENDOLUMINAL (STENT) CORONARIA DE METAL MEDICADA 3.5 mm X 16 mm   UNIDAD,UNIDAD,I
41565,CLAVO KIRSCHNER 1.5 mm X 250 mm  UND UNIDAD,UNIDAD,I
53970,FRASCO DE VIDRIO GRADUADO CON TAPA ROSCA  X 80 mL UNIDAD,UNIDAD,I
48304,ANTICUERPO C-ERBB-2/HER2 ONCOPROTEINA X 1 mL   UNIDAD,UNIDAD,I
33817,"PRUEBA COOMBS MONOESPECIFICO METODO GEL (IgG, IgA, IgM-C3c,C3d-Ctl)  1 DET KIT",KIT,I
50542,PINZA BIPOLAR PARA SELLADO DE VASOS CON CUCHILLA DE CORTE DE 10 mm X 37 cm   UNIDAD,UNIDAD,I
29064,GRAPADORA QUIRURGICA LINEAL CORTANTE X 80 mm	   UNIDAD,UNIDAD,I
53374,DIMETILFUMARATO 120 mg  TABLETA,TABLETA,M
12400,SUTURA SEDA NEGRA TRENZADA 1 C/A 1/2 CIRCULO REDONDA 25 mm X 75 cm   UNIDAD,UNIDAD,I
32916,CATETER DECAPOLAR 6 FR X 92 cm   UNIDAD,UNIDAD,I
50594,BOLSA FOTOPROTECTORA DE POLIETILENIO 16 cm X 32 cm   UNIDAD,UNIDAD,I
46661,FILTRO DE AIRE DE ALTISIMA EFICIENCIA Y ULTRA BAJA PENETRACION (ULPA) 99.99995% PARA SISTEMA DE EVACUACION DE HUMO   UNIDAD,UNIDAD,I
20306,AGUJA PARA BIOPSIA DE MEDULA OSEA DESCARTABLE 13 G X 4 in   UNIDAD,UNIDAD,I
54253,IODURO SODICO (I-131) 15 mCi - TABLETA,TABLETA,M
19475,REACTIVO DE PROTEINAS TOTALES  500 DET KIT,KIT,I
25332,HEMOCONCENTRADOR NEONATAL   UNIDAD,UNIDAD,I
43117,PLACA RECTA ESTRECHA BLOQUEADA 7 AGUJEROS 3.5 mm   UNIDAD,UNIDAD,I
41738,PUNTA DESCARTABLE DE RADIOFRECUENCIA BIPOLAR 90º X 3.75 mm   UNIDAD,UNIDAD,I
5270,PANCREATINA 300 mg  TABLETA,TABLETA,M
10377,BOMBILLA DE ASPIRACION N° 4   UNIDAD,UNIDAD,I
46909,AGUJA PARA BIOPSIA PLEURAL REUSABLE 11 G X 3 1/2 in   UNIDAD,UNIDAD,I
48293,ANTICUERPO MONOCLONAL PARA ALFA METIL ACIL COENZIMA A RACEMASA (AMACR)  X 1 mL UNIDAD,UNIDAD,I
40149,TORNILLO DE TITANIO AUTOPERFORANTE 2.0 mm X 8 mm   UNIDAD,UNIDAD,I
44912,JABON DE TOCADOR LIQUIDO DE GLICERINA  X 400 mL UNIDAD,UNIDAD,I
26840,VALVULA CARDIACA AORTICA MECANICA N° 21   UNIDAD,UNIDAD,I
40601,HIDROGEL SELLANTE DE DURAMADRE CRANEAL 5 mL   UNIDAD,UNIDAD,I
45470,VASO DE PRECIPITADOS DE VIDRIO BOROSILICATO GRADUADO  250 mL UNIDAD,UNIDAD,I
19570,CLAVO ENDOMEDULAR ELASTICO DE TITANIO 4.0 mm   UNIDAD,UNIDAD,I
35950,"CATETER ENDOVENOSO PERIFERICO Nº 26 G X 3/4""   UNIDAD",UNIDAD,I
32036,GUANTE PARA EXAMEN DESCARTABLE Nº 6 1/2 X 100   UNIDAD,UNIDAD,I
43057,ACIDO FITICO 50% X 250 mL UNIDAD,UNIDAD,I
33156,TORNILLO DE BLOQUEO DE ACERO AUTORROSCANTE 3.5 mm X 12 mm   UNIDAD,UNIDAD,I
41234,GAS ANHIDRIDO CARBONICO X 25 kg  UNIDAD GAS,GAS,M
785,AMOXICILINA 250 mg/5 mL 100 mL SUSPENSION,SUSPENSION,M
30733,TERMOMETRO ORAL Y AXILAR   UNIDAD,UNIDAD,I
40286,CANULA ENDOLUMINAL (STENT) CORONARIA DE METAL MEDICADA 2.5 mm x 20 mm   UNIDAD,UNIDAD,I
47472,KIT DE ROPA DESCARTABLE PARA CIRUGIA X 11 PIEZAS   UNIDAD,UNIDAD,I
36260,PINZA DE BIOPSIA MANDIBULA DE COCODRILO 150 cm X 2.8 mm   UNIDAD,UNIDAD,I
36583,SUTURA NAILON AZUL MONOFILAMENTO 0 C/A 3/8 CIRCULO CORTANTE 20 mm X 75 cm   UNIDAD,UNIDAD,I
50203,FILTRO DE SECADO PARA CAPNOGRAFIA   UNIDAD,UNIDAD,I
3398,FACTOR VIII COMPLEJO 25 UI/mL 10 mL INYECTABLE,INYECTABLE,M
32667,IMPLANTE PARA FIJACION DE PLAQUETA CRANEAL DE 18 mm   UNIDAD,UNIDAD,I
35655,CATETER BALON PARA DILATACION DE COARTACION AORTICA 14 mm X 30 mm DE 8 FR X 110 cm   UNIDAD,UNIDAD,I
25005,SUTURA DE POLIDIOXANONA 3/0 C/A 1/2 CIRCULO REDONDA 17 mm X 70 cm   UNIDAD,UNIDAD,I
43801,PLACA PARA MENTON (PAULUS) SISTEMA 2.0 mm   UNIDAD,UNIDAD,I
39127,PLACA DE RECONSTRUCCION PELVICA CURVA DE 3.5 mm DE DIAMETRO x 8 AGUJEROS   UNIDAD,UNIDAD,I
11356,"JERINGA DESCARTABLE 1 mL CON AGUJA 27 G X 5/8""   UNIDAD",UNIDAD,I
51372,SISTEMA DE FIJACION TRANSPEDICULAR DE TITANIO PERCUTANEO   UNIDAD,UNIDAD,I
37248,ROTAVIRUS (ANTIGENO) ELISA  96 DET KIT,KIT,I
37527,TUBO DE DRENAJE TIPO BLAKE Nº 10 CON RESERVORIO X 100 mL   UNIDAD,UNIDAD,I
49080,CATETER BALON PARA OCLUSION VENOSA 8 mm X 80 cm   UNIDAD,UNIDAD,I
16598,HOJA DE BISTURI DESCARTABLE Nº 12   UNIDAD,UNIDAD,I
19228,SUTURA ACIDO POLIGLICOLICO 4/0 C/A 3/8 CIRCULO CORTANTE  20 mm x 70 cm   UNIDAD,UNIDAD,I
48316,IODURO SODICO I - 131 1110 a 11100  MBq (30 a 300 mCI) 5 mL SOLUCION,SOLUCION,M
29554,CLAVO STEINMAN V. REDONDO 3.2 mm X 230 mm   UNIDAD,UNIDAD,I
53736,ANTICUERPO ANTI HERPES VIRUS 1 y 2 IgM  X DET UNIDAD,UNIDAD,I
10899,ANTICUERPO ANTI RUBEOLA IgG  (MET ELISA)  96 DET KIT,KIT,I
26585,ANILLO DE ANULOPLASTIA PARA VALVULA TRICUSPIDE 29 mm   UNIDAD,UNIDAD,I
52462,CABLE PARA ELECTRODO DE MARCAPASO EXTERNO TEMPORAL  6FR X 120 cm UNIDAD,UNIDAD,I
